class,mode,txn,req_func,t_req,t_ack,t_resp,clrt_ms,req_len,cold
ALL,native,660,1,1786665218.809059,1786665218.809657,1786665218.810871,1.214,20,0
ALL,native,661,1,1786665218.811205,1786665218.812704,1786665218.814000,1.296,20,0
ALL,native,662,1,1786665218.814360,1786665218.814859,1786665218.817128,2.269,20,0
ALL,native,663,1,1786665218.817477,1786665218.817989,1786665218.819297,1.308,20,0
ALL,native,664,1,1786665218.819633,1786665218.821125,1786665218.822363,1.239,20,0
ALL,native,665,1,1786665218.822696,1786665218.823327,1786665218.825542,2.215,20,0
ALL,native,666,1,1786665218.825876,1786665218.826456,1786665218.828843,2.387,20,0
ALL,native,667,1,1786665218.829179,1786665218.829822,1786665218.831033,1.210,20,0
ALL,native,668,1,1786665218.831350,1786665218.832961,1786665218.834112,1.151,20,0
ALL,native,669,1,1786665218.834466,1786665218.835008,1786665218.837180,2.171,20,0
ALL,native,670,1,1786665218.837512,1786665218.842307,1786665218.843516,1.208,20,0
ALL,native,671,1,1786665218.843848,1786665218.845509,1786665218.846655,1.146,20,0
ALL,native,672,1,1786665218.846992,1786665218.847607,1786665218.849819,2.212,20,0
ALL,native,673,1,1786665218.850150,1786665218.850769,1786665218.851929,1.159,20,0
ALL,native,674,1,1786665218.852276,1786665218.853901,1786665218.855039,1.137,20,0
ALL,native,675,1,1786665218.855388,1786665218.855995,1786665218.858489,2.494,20,0
ALL,native,676,1,1786665218.858816,1786665218.859451,1786665218.860614,1.162,20,0
ALL,native,677,1,1786665218.860942,1786665218.862518,1786665218.863780,1.262,20,0
ALL,native,678,1,1786665218.864108,1786665218.864755,1786665218.866903,2.148,20,0
ALL,native,679,1,1786665218.867231,1786665218.867850,1786665218.869092,1.242,20,0
ALL,native,680,1,1786665218.869440,1786665218.871022,1786665218.872131,1.109,20,0
ALL,native,681,1,1786665218.872485,1786665218.873029,1786665218.875313,2.284,20,0
ALL,native,682,1,1786665218.875644,1786665218.876278,1786665218.877403,1.125,20,0
ALL,native,683,1,1786665218.877680,1786665218.879370,1786665218.880515,1.145,20,0
ALL,native,684,1,1786665218.880849,1786665218.881476,1786665218.883707,2.231,20,0
ALL,native,685,1,1786665218.884041,1786665218.884669,1786665218.885882,1.214,20,0
ALL,native,686,1,1786665218.886165,1786665218.887710,1786665218.889045,1.335,20,0
ALL,native,687,1,1786665218.889405,1786665218.889910,1786665218.892173,2.263,20,0
ALL,native,688,1,1786665218.892508,1786665218.893097,1786665218.895320,2.223,20,0
ALL,native,689,1,1786665218.895653,1786665218.896257,1786665218.897453,1.195,20,0
ALL,native,690,1,1786665218.897786,1786665218.898370,1786665218.900584,2.214,20,0
ALL,native,691,1,1786665218.900917,1786665218.901527,1786665218.903826,2.299,20,0
ALL,native,692,1,1786665218.904110,1786665218.904678,1786665218.905920,1.241,20,0
ALL,native,693,1,1786665218.906253,1786665218.907861,1786665218.909073,1.212,20,0
ALL,native,694,1,1786665218.909422,1786665218.910026,1786665218.912142,2.116,20,0
ALL,native,695,1,1786665218.912482,1786665218.913054,1786665218.914336,1.282,20,0
ALL,native,696,1,1786665218.914620,1786665218.916253,1786665218.917414,1.161,20,0
ALL,native,697,1,1786665218.917743,1786665218.918596,1786665218.920684,2.088,20,0
ALL,native,698,1,1786665218.921013,1786665218.921638,1786665218.922807,1.169,20,0
ALL,native,699,1,1786665218.923132,1786665218.924845,1786665218.925999,1.153,20,0
ALL,native,700,1,1786665218.926349,1786665218.926851,1786665218.929131,2.280,20,0
ALL,native,701,1,1786665218.929479,1786665218.929983,1786665218.931264,1.281,20,0
ALL,native,702,1,1786665218.931597,1786665218.933220,1786665218.934413,1.193,20,0
ALL,native,703,1,1786665218.934747,1786665218.935345,1786665218.937554,2.209,20,0
ALL,native,704,1,1786665218.937838,1786665218.938360,1786665218.939637,1.277,20,0
ALL,native,705,1,1786665218.939971,1786665218.941577,1786665218.942773,1.196,20,0
ALL,native,706,1,1786665218.943104,1786665218.947788,1786665218.950269,2.481,20,0
ALL,native,707,1,1786665218.950605,1786665218.951232,1786665218.952365,1.132,20,0
ALL,native,708,1,1786665218.952700,1786665218.954318,1786665218.955465,1.146,20,0
ALL,native,709,1,1786665218.955799,1786665218.956427,1786665218.958612,2.184,20,0
ALL,native,710,1,1786665218.958946,1786665218.959574,1786665218.960734,1.160,20,0
ALL,native,711,1,1786665218.961066,1786665218.962684,1786665218.963894,1.209,20,0
ALL,native,712,1,1786665218.964230,1786665218.964838,1786665218.967018,2.180,20,0
ALL,native,713,1,1786665218.967370,1786665218.967980,1786665218.969358,1.378,20,0
ALL,native,714,1,1786665218.969689,1786665218.971175,1786665218.972427,1.252,20,0
ALL,native,715,1,1786665218.972754,1786665218.973395,1786665218.975609,2.214,20,0
ALL,native,716,1,1786665218.975949,1786665218.976539,1786665218.978899,2.360,20,0
ALL,native,717,1,1786665218.979226,1786665218.979857,1786665218.981062,1.204,20,0
ALL,native,718,1,1786665218.981363,1786665218.982977,1786665218.984204,1.227,20,0
ALL,native,719,1,1786665218.984543,1786665218.985155,1786665218.987278,2.123,20,0
ALL,native,720,1,1786665218.987607,1786665218.988198,1786665218.989393,1.195,20,0
ALL,native,721,1,1786665218.989714,1786665218.991375,1786665218.992570,1.195,20,0
ALL,native,722,1,1786665218.992849,1786665218.993478,1786665218.995641,2.164,20,0
ALL,native,723,1,1786665218.995974,1786665218.996602,1786665218.997755,1.153,20,0
ALL,native,724,1,1786665218.998091,1786665218.999758,1786665219.000913,1.155,20,0
ALL,native,725,1,1786665219.001249,1786665219.001810,1786665219.004040,2.230,20,0
ALL,native,726,1,1786665219.004397,1786665219.004936,1786665219.006156,1.220,20,0
ALL,native,727,1,1786665219.006488,1786665219.008261,1786665219.009478,1.218,20,0
ALL,native,728,1,1786665219.009813,1786665219.010327,1786665219.012556,2.229,20,0
ALL,native,729,1,1786665219.012891,1786665219.013426,1786665219.014734,1.309,20,0
ALL,native,730,1,1786665219.015016,1786665219.016592,1786665219.017866,1.273,20,0
ALL,native,731,1,1786665219.018199,1786665219.018804,1786665219.020974,2.170,20,0
ALL,native,732,1,1786665219.021257,1786665219.021815,1786665219.023089,1.275,20,0
ALL,native,733,1,1786665219.023444,1786665219.025026,1786665219.026338,1.312,20,0
ALL,native,734,1,1786665219.026670,1786665219.027288,1786665219.029420,2.132,20,0
ALL,native,735,1,1786665219.029749,1786665219.030371,1786665219.031538,1.168,20,0
ALL,native,736,1,1786665219.031868,1786665219.033507,1786665219.034669,1.162,20,0
ALL,native,737,1,1786665219.034997,1786665219.035619,1786665219.037773,2.154,20,0
ALL,native,738,1,1786665219.038103,1786665219.038914,1786665219.040069,1.155,20,0
ALL,native,739,1,1786665219.040414,1786665219.041981,1786665219.043283,1.302,20,0
ALL,native,740,1,1786665219.043565,1786665219.044154,1786665219.046312,2.158,20,0
ALL,native,741,1,1786665219.046649,1786665219.047191,1786665219.052601,5.410,20,0
ALL,native,742,1,1786665219.052936,1786665219.054514,1786665219.055741,1.227,20,0
ALL,native,743,1,1786665219.056075,1786665219.056609,1786665219.058926,2.316,20,0
ALL,native,744,1,1786665219.059279,1786665219.059783,1786665219.061045,1.262,20,0
ALL,native,745,1,1786665219.061403,1786665219.062877,1786665219.064257,1.380,20,0
ALL,native,746,1,1786665219.064592,1786665219.065190,1786665219.067384,2.194,20,0
ALL,native,747,1,1786665219.067718,1786665219.068557,1786665219.070703,2.146,20,0
ALL,native,748,1,1786665219.070986,1786665219.071615,1786665219.072769,1.154,20,0
ALL,native,749,1,1786665219.073103,1786665219.074799,1786665219.075921,1.122,20,0
ALL,native,750,1,1786665219.076254,1786665219.076870,1786665219.079195,2.325,20,0
ALL,native,751,1,1786665219.079525,1786665219.080097,1786665219.081335,1.238,20,0
ALL,native,752,1,1786665219.081670,1786665219.083330,1786665219.084563,1.233,20,0
ALL,native,753,1,1786665219.084895,1786665219.085464,1786665219.087600,2.136,20,0
ALL,native,754,1,1786665219.087932,1786665219.088518,1786665219.089774,1.256,20,0
ALL,native,755,1,1786665219.090100,1786665219.091719,1786665219.092903,1.184,20,0
ALL,native,756,1,1786665219.093235,1786665219.093822,1786665219.095933,2.111,20,0
ALL,native,757,1,1786665219.096276,1786665219.096839,1786665219.098106,1.268,20,0
ALL,native,758,1,1786665219.098474,1786665219.100119,1786665219.101388,1.269,20,0
ALL,native,759,1,1786665219.101716,1786665219.102364,1786665219.104542,2.178,20,0
ALL,native,760,1,1786665219.104872,1786665219.105521,1786665219.106676,1.155,20,0
ALL,native,761,1,1786665219.107012,1786665219.108655,1786665219.109713,1.058,20,0
ALL,native,762,1,1786665219.110101,1786665219.110602,1786665219.112879,2.277,20,0
ALL,native,763,1,1786665219.113212,1786665219.113842,1786665219.115020,1.178,20,0
ALL,native,764,1,1786665219.115373,1786665219.116989,1786665219.118121,1.132,20,0
ALL,native,765,1,1786665219.118469,1786665219.119028,1786665219.121295,2.267,20,0
ALL,native,766,1,1786665219.121577,1786665219.122139,1786665219.123435,1.296,20,0
ALL,native,767,1,1786665219.123769,1786665219.125331,1786665219.126513,1.182,20,0
ALL,native,768,1,1786665219.126847,1786665219.127403,1786665219.129750,2.347,20,0
ALL,native,769,1,1786665219.130084,1786665219.130609,1786665219.131873,1.264,20,0
ALL,native,770,1,1786665219.132206,1786665219.133726,1786665219.134989,1.264,20,0
ALL,native,771,1,1786665219.135339,1786665219.135899,1786665219.138144,2.246,20,0
ALL,native,772,1,1786665219.138446,1786665219.138993,1786665219.140232,1.239,20,0
ALL,native,773,1,1786665219.140565,1786665219.142104,1786665219.143459,1.355,20,0
ALL,native,774,1,1786665219.143791,1786665219.144372,1786665219.146556,2.185,20,0
ALL,native,775,1,1786665219.146884,1786665219.147469,1786665219.149760,2.291,20,0
ALL,native,776,1,1786665219.150041,1786665219.150614,1786665219.151835,1.221,20,0
ALL,native,777,1,1786665219.152163,1786665219.156837,1786665219.159237,2.401,20,0
ALL,native,778,1,1786665219.159570,1786665219.160192,1786665219.162318,2.126,20,0
ALL,native,779,1,1786665219.162648,1786665219.163354,1786665219.164510,1.156,20,0
ALL,native,780,1,1786665219.164838,1786665219.166498,1786665219.167646,1.147,20,0
ALL,native,781,1,1786665219.167979,1786665219.168564,1786665219.170710,2.146,20,0
ALL,native,782,1,1786665219.170986,1786665219.171659,1786665219.172841,1.182,20,0
ALL,native,783,1,1786665219.173173,1786665219.174841,1786665219.176038,1.197,20,0
ALL,native,784,1,1786665219.176350,1786665219.176935,1786665219.179128,2.193,20,0
ALL,native,785,1,1786665219.179477,1786665219.180020,1786665219.181266,1.245,20,0
ALL,native,786,1,1786665219.181562,1786665219.183285,1786665219.184440,1.156,20,0
ALL,native,787,1,1786665219.184763,1786665219.185352,1786665219.187561,2.209,20,0
ALL,native,788,1,1786665219.187895,1786665219.188639,1786665219.189871,1.231,20,0
ALL,native,789,1,1786665219.190206,1786665219.191820,1786665219.193006,1.186,20,0
ALL,native,790,1,1786665219.193362,1786665219.193974,1786665219.196262,2.288,20,0
ALL,native,791,1,1786665219.196598,1786665219.197207,1786665219.198407,1.200,20,0
ALL,native,792,1,1786665219.198740,1786665219.200348,1786665219.201454,1.106,20,0
ALL,native,793,1,1786665219.201784,1786665219.202401,1786665219.204654,2.253,20,0
ALL,native,794,1,1786665219.204988,1786665219.205600,1786665219.206764,1.165,20,0
ALL,native,795,1,1786665219.207091,1786665219.208700,1786665219.209864,1.164,20,0
ALL,native,796,1,1786665219.210193,1786665219.210811,1786665219.212948,2.137,20,0
ALL,native,797,1,1786665219.213294,1786665219.213933,1786665219.215144,1.211,20,0
ALL,native,798,1,1786665219.215466,1786665219.217029,1786665219.218319,1.291,20,0
ALL,native,799,1,1786665219.218644,1786665219.219231,1786665219.221415,2.184,20,0
ALL,native,800,1,1786665219.221747,1786665219.222275,1786665219.224607,2.332,20,0
ALL,native,801,1,1786665219.224941,1786665219.225528,1786665219.226763,1.234,20,0
ALL,native,802,1,1786665219.227047,1786665219.227570,1786665219.229860,2.290,20,0
ALL,native,803,1,1786665219.230195,1786665219.230719,1786665219.232977,2.258,20,0
ALL,native,804,1,1786665219.233334,1786665219.233850,1786665219.235192,1.342,20,0
ALL,native,805,1,1786665219.235526,1786665219.237090,1786665219.238419,1.328,20,0
ALL,native,806,1,1786665219.238752,1786665219.239484,1786665219.241677,2.193,20,0
ALL,native,807,1,1786665219.242012,1786665219.242545,1786665219.244006,1.461,20,0
ALL,native,808,1,1786665219.244365,1786665219.245913,1786665219.247103,1.190,20,0
ALL,native,809,1,1786665219.247456,1786665219.247954,1786665219.250406,2.452,20,0
ALL,native,810,1,1786665219.250685,1786665219.251312,1786665219.252496,1.184,20,0
ALL,native,811,1,1786665219.252829,1786665219.254455,1786665219.255638,1.183,20,0
ALL,native,812,1,1786665219.255922,1786665219.256526,1786665219.262949,6.423,20,0
ALL,native,813,1,1786665219.263296,1786665219.264083,1786665219.265281,1.199,20,0
ALL,native,814,1,1786665219.265611,1786665219.267187,1786665219.268553,1.366,20,0
ALL,native,815,1,1786665219.268877,1786665219.270458,1786665219.271675,1.217,20,0
ALL,native,816,1,1786665219.272007,1786665219.272630,1786665219.274848,2.218,20,0
ALL,native,817,1,1786665219.275176,1786665219.275820,1786665219.276956,1.136,20,0
ALL,native,818,1,1786665219.277301,1786665219.279052,1786665219.280194,1.142,20,0
ALL,native,819,1,1786665219.280522,1786665219.281144,1786665219.287887,6.742,20,0
ALL,native,820,1,1786665219.288166,1786665219.288739,1786665219.289968,1.229,20,0
ALL,native,821,1,1786665219.290325,1786665219.291967,1786665219.293075,1.108,20,0
ALL,native,822,1,1786665219.293430,1786665219.293974,1786665219.296237,2.263,20,0
ALL,native,823,1,1786665219.296569,1786665219.297215,1786665219.298393,1.178,20,0
ALL,native,824,1,1786665219.298718,1786665219.300377,1786665219.301540,1.163,20,0
ALL,native,825,1,1786665219.301875,1786665219.302519,1786665219.304817,2.299,20,0
ALL,native,826,1,1786665219.305162,1786665219.305685,1786665219.306964,1.279,20,0
ALL,native,827,1,1786665219.307319,1786665219.309001,1786665219.310331,1.330,20,0
ALL,native,828,1,1786665219.310613,1786665219.312218,1786665219.313401,1.182,20,0
ALL,native,829,1,1786665219.313736,1786665219.314364,1786665219.316514,2.149,20,0
ALL,native,830,1,1786665219.316848,1786665219.317488,1786665219.318660,1.171,20,0
ALL,native,831,1,1786665219.318991,1786665219.320613,1786665219.321726,1.113,20,0
ALL,native,832,1,1786665219.322055,1786665219.322713,1786665219.324932,2.219,20,0
ALL,native,833,1,1786665219.325278,1786665219.325879,1786665219.327050,1.171,20,0
ALL,native,834,1,1786665219.327405,1786665219.328998,1786665219.330136,1.137,20,0
ALL,native,835,1,1786665219.330477,1786665219.331107,1786665219.333261,2.155,20,0
ALL,native,836,1,1786665219.333591,1786665219.334208,1786665219.335377,1.169,20,0
ALL,native,837,1,1786665219.335705,1786665219.337333,1786665219.338625,1.292,20,0
ALL,native,838,1,1786665219.338954,1786665219.339536,1786665219.341768,2.232,20,0
ALL,native,839,1,1786665219.342097,1786665219.342672,1786665219.343930,1.257,20,0
ALL,native,840,1,1786665219.344260,1786665219.345835,1786665219.347024,1.189,20,0
ALL,native,841,1,1786665219.347382,1786665219.347957,1786665219.350204,2.247,20,0
ALL,native,842,1,1786665219.350537,1786665219.351048,1786665219.352373,1.325,20,0
ALL,native,843,1,1786665219.352705,1786665219.354294,1786665219.355393,1.099,20,0
ALL,native,844,1,1786665219.355727,1786665219.356242,1786665219.358612,2.370,20,0
ALL,native,845,1,1786665219.358948,1786665219.359468,1786665219.360786,1.318,20,0
ALL,native,846,1,1786665219.361067,1786665219.362637,1786665219.367976,5.339,20,0
ALL,native,847,1,1786665219.368329,1786665219.369067,1786665219.371294,2.228,20,0
ALL,native,848,1,1786665219.371632,1786665219.372190,1786665219.373430,1.240,20,0
ALL,native,849,1,1786665219.373764,1786665219.375390,1786665219.376498,1.107,20,0
ALL,native,850,1,1786665219.376820,1786665219.377450,1786665219.379625,2.176,20,0
ALL,native,851,1,1786665219.379962,1786665219.380576,1786665219.381839,1.263,20,0
ALL,native,852,1,1786665219.382122,1786665219.383812,1786665219.384959,1.147,20,0
ALL,native,853,1,1786665219.385323,1786665219.385880,1786665219.388051,2.171,20,0
ALL,native,854,1,1786665219.388406,1786665219.388983,1786665219.390187,1.204,20,0
ALL,native,855,1,1786665219.390546,1786665219.392084,1786665219.393383,1.299,20,0
ALL,native,856,1,1786665219.393664,1786665219.394235,1786665219.396415,2.180,20,0
ALL,native,857,1,1786665219.396740,1786665219.397336,1786665219.399683,2.347,20,0
ALL,native,858,1,1786665219.400012,1786665219.400605,1786665219.401856,1.251,20,0
ALL,native,859,1,1786665219.402186,1786665219.402778,1786665219.405012,2.234,20,0
ALL,native,860,1,1786665219.405361,1786665219.405872,1786665219.408134,2.262,20,0
ALL,native,861,1,1786665219.408481,1786665219.409043,1786665219.410313,1.270,20,0
ALL,native,862,1,1786665219.410651,1786665219.412251,1786665219.413554,1.303,20,0
ALL,native,863,1,1786665219.413885,1786665219.414513,1786665219.416721,2.208,20,0
ALL,native,864,1,1786665219.417003,1786665219.417631,1786665219.418821,1.190,20,0
ALL,native,865,1,1786665219.419153,1786665219.420744,1786665219.421912,1.168,20,0
ALL,native,866,1,1786665219.422245,1786665219.422820,1786665219.425115,2.295,20,0
ALL,native,867,1,1786665219.425463,1786665219.425974,1786665219.427249,1.276,20,0
ALL,native,868,1,1786665219.427582,1786665219.429305,1786665219.430546,1.241,20,0
ALL,native,869,1,1786665219.430877,1786665219.431406,1786665219.433715,2.309,20,0
ALL,native,870,1,1786665219.434047,1786665219.434670,1786665219.435825,1.155,20,0
ALL,native,871,1,1786665219.436157,1786665219.437737,1786665219.438943,1.205,20,0
ALL,native,872,1,1786665219.439296,1786665219.439894,1786665219.442060,2.167,20,0
ALL,native,873,1,1786665219.442414,1786665219.443012,1786665219.444246,1.234,20,0
ALL,native,874,1,1786665219.444582,1786665219.446182,1786665219.447325,1.143,20,0
ALL,native,875,1,1786665219.447653,1786665219.448290,1786665219.450453,2.163,20,0
ALL,native,876,1,1786665219.450781,1786665219.451405,1786665219.452575,1.171,20,0
ALL,native,877,1,1786665219.452902,1786665219.454547,1786665219.455738,1.191,20,0
ALL,native,878,1,1786665219.456028,1786665219.456624,1786665219.458935,2.311,20,0
ALL,native,879,1,1786665219.459257,1786665219.459853,1786665219.461073,1.220,20,0
ALL,native,880,1,1786665219.461421,1786665219.462901,1786665219.464193,1.292,20,0
ALL,native,881,1,1786665219.464526,1786665219.465118,1786665219.467371,2.254,20,0
ALL,native,882,1,1786665219.467652,1786665219.472357,1786665219.473644,1.287,20,0
ALL,native,883,1,1786665219.473983,1786665219.475545,1786665219.476824,1.279,20,0
ALL,native,884,1,1786665219.477154,1786665219.477686,1786665219.479931,2.244,20,0
ALL,native,885,1,1786665219.480279,1786665219.480787,1786665219.483050,2.263,20,0
ALL,native,886,1,1786665219.483395,1786665219.483908,1786665219.485249,1.341,20,0
ALL,native,887,1,1786665219.485570,1786665219.486155,1786665219.488495,2.340,20,0
ALL,native,888,1,1786665219.488817,1786665219.489394,1786665219.491642,2.248,20,0
ALL,native,889,1,1786665219.491976,1786665219.492604,1786665219.493864,1.261,20,0
ALL,native,890,1,1786665219.494146,1786665219.495770,1786665219.496913,1.143,20,0
ALL,native,891,1,1786665219.497246,1786665219.497864,1786665219.500123,2.259,20,0
ALL,native,892,1,1786665219.500427,1786665219.501010,1786665219.502175,1.165,20,0
ALL,native,893,1,1786665219.502507,1786665219.504164,1786665219.505312,1.148,20,0
ALL,native,894,1,1786665219.505641,1786665219.506226,1786665219.508470,2.244,20,0
ALL,native,895,1,1786665219.508744,1786665219.509373,1786665219.510574,1.201,20,0
ALL,native,896,1,1786665219.510899,1786665219.512490,1786665219.513701,1.211,20,0
ALL,native,897,1,1786665219.514030,1786665219.514598,1786665219.516831,2.233,20,0
ALL,native,898,1,1786665219.517159,1786665219.517739,1786665219.519152,1.413,20,0
ALL,native,899,1,1786665219.519512,1786665219.521061,1786665219.522320,1.259,20,0
ALL,native,900,1,1786665219.522604,1786665219.523283,1786665219.525440,2.157,20,0
ALL,native,901,1,1786665219.525779,1786665219.526406,1786665219.527557,1.151,20,0
ALL,native,902,1,1786665219.527892,1786665219.529507,1786665219.530572,1.065,20,0
ALL,native,903,1,1786665219.530906,1786665219.531418,1786665219.533972,2.554,20,0
ALL,native,904,1,1786665219.534327,1786665219.534832,1786665219.536085,1.253,20,0
ALL,native,905,1,1786665219.536438,1786665219.537938,1786665219.539229,1.291,20,0
ALL,native,906,1,1786665219.539563,1786665219.540092,1786665219.542369,2.277,20,0
ALL,native,907,1,1786665219.542703,1786665219.543360,1786665219.544599,1.239,20,0
ALL,native,908,1,1786665219.544881,1786665219.546373,1786665219.547620,1.246,20,0
ALL,native,909,1,1786665219.547955,1786665219.548712,1786665219.550941,2.230,20,0
ALL,native,910,1,1786665219.551299,1786665219.551895,1786665219.554033,2.138,20,0
ALL,native,911,1,1786665219.554387,1786665219.554996,1786665219.556166,1.170,20,0
ALL,native,912,1,1786665219.556499,1786665219.558164,1786665219.559304,1.140,20,0
ALL,native,913,1,1786665219.559637,1786665219.560280,1786665219.562380,2.099,20,0
ALL,native,914,1,1786665219.562714,1786665219.563424,1786665219.564564,1.139,20,0
ALL,native,915,1,1786665219.564842,1786665219.566543,1786665219.567706,1.164,20,0
ALL,native,916,1,1786665219.568038,1786665219.568665,1786665219.570787,2.122,20,0
ALL,native,917,1,1786665219.571116,1786665219.571741,1786665219.572904,1.163,20,0
ALL,native,918,1,1786665219.573233,1786665219.579114,1786665219.580245,1.131,20,0
ALL,native,919,1,1786665219.580572,1786665219.581198,1786665219.583477,2.278,20,0
ALL,native,920,1,1786665219.583806,1786665219.584333,1786665219.585592,1.259,20,0
ALL,native,921,1,1786665219.585929,1786665219.587498,1786665219.588753,1.255,20,0
ALL,native,922,1,1786665219.589087,1786665219.589602,1786665219.591874,2.272,20,0
ALL,native,923,1,1786665219.592210,1786665219.592780,1786665219.594106,1.326,20,0
ALL,native,924,1,1786665219.594454,1786665219.596010,1786665219.597149,1.139,20,0
ALL,native,925,1,1786665219.597484,1786665219.598047,1786665219.600329,2.281,20,0
ALL,native,926,1,1786665219.600610,1786665219.601197,1786665219.602429,1.232,20,0
ALL,native,927,1,1786665219.602705,1786665219.604370,1786665219.605596,1.226,20,0
ALL,native,928,1,1786665219.605929,1786665219.606453,1786665219.608904,2.451,20,0
ALL,native,929,1,1786665219.609240,1786665219.609867,1786665219.611026,1.159,20,0
ALL,native,930,1,1786665219.611383,1786665219.612945,1786665219.614135,1.190,20,0
ALL,native,931,1,1786665219.614481,1786665219.615084,1786665219.617328,2.244,20,0
ALL,native,932,1,1786665219.617615,1786665219.618231,1786665219.619404,1.173,20,0
ALL,native,933,1,1786665219.619737,1786665219.621290,1786665219.622464,1.174,20,0
ALL,native,934,1,1786665219.622800,1786665219.623477,1786665219.625644,2.167,20,0
ALL,native,935,1,1786665219.625978,1786665219.626580,1786665219.627822,1.243,20,0
ALL,native,936,1,1786665219.628103,1786665219.629635,1786665219.630817,1.182,20,0
ALL,native,937,1,1786665219.631144,1786665219.631763,1786665219.633975,2.212,20,0
ALL,native,938,1,1786665219.634330,1786665219.634920,1786665219.636082,1.163,20,0
ALL,native,939,1,1786665219.636451,1786665219.637975,1786665219.639290,1.315,20,0
ALL,native,940,1,1786665219.639618,1786665219.640146,1786665219.642416,2.270,20,0
ALL,native,941,1,1786665219.642749,1786665219.643395,1786665219.645557,2.162,20,0
ALL,native,942,1,1786665219.645892,1786665219.646420,1786665219.647616,1.196,20,0
ALL,native,943,1,1786665219.647952,1786665219.648490,1786665219.650929,2.439,20,0
ALL,native,944,1,1786665219.651211,1786665219.651729,1786665219.654121,2.393,20,0
ALL,native,945,1,1786665219.654470,1786665219.655028,1786665219.656239,1.210,20,0
ALL,native,946,1,1786665219.656571,1786665219.658220,1786665219.659368,1.148,20,0
ALL,native,947,1,1786665219.659704,1786665219.660325,1786665219.662444,2.119,20,0
ALL,native,948,1,1786665219.662776,1786665219.663507,1786665219.664654,1.147,20,0
ALL,native,949,1,1786665219.664987,1786665219.666640,1786665219.667786,1.146,20,0
ALL,native,950,1,1786665219.668120,1786665219.668901,1786665219.671009,2.108,20,0
ALL,native,951,1,1786665219.671360,1786665219.671903,1786665219.673118,1.215,20,0
ALL,native,952,1,1786665219.673465,1786665219.675076,1786665219.676341,1.265,20,0
ALL,native,953,1,1786665219.676731,1786665219.677239,1786665219.683639,6.400,20,0
ALL,native,954,1,1786665219.683971,1786665219.684579,1786665219.685820,1.240,20,0
ALL,native,955,1,1786665219.686150,1786665219.687737,1786665219.688962,1.225,20,0
ALL,native,956,1,1786665219.689308,1786665219.689872,1786665219.692091,2.219,20,0
ALL,native,957,1,1786665219.692439,1786665219.693051,1786665219.694285,1.234,20,0
ALL,native,958,1,1786665219.694557,1786665219.696135,1786665219.697320,1.185,20,0
ALL,native,959,1,1786665219.697651,1786665219.698462,1786665219.700617,2.155,20,0
ALL,native,960,1,1786665219.700943,1786665219.701515,1786665219.702728,1.212,20,0
ALL,native,961,1,1786665219.703062,1786665219.704695,1786665219.705885,1.190,20,0
ALL,native,962,1,1786665219.706168,1786665219.706775,1786665219.709033,2.258,20,0
ALL,native,963,1,1786665219.709403,1786665219.709894,1786665219.711158,1.264,20,0
ALL,native,964,1,1786665219.711495,1786665219.712991,1786665219.715113,2.122,20,0
ALL,native,965,1,1786665219.715466,1786665219.717095,1786665219.718272,1.177,20,0
ALL,native,966,1,1786665219.718606,1786665219.719233,1786665219.721340,2.107,20,0
ALL,native,967,1,1786665219.721675,1786665219.722241,1786665219.723532,1.291,20,0
ALL,native,968,1,1786665219.723869,1786665219.725491,1786665219.726629,1.138,20,0
ALL,native,969,1,1786665219.726963,1786665219.727589,1786665219.729910,2.321,20,0
ALL,native,970,1,1786665219.730189,1786665219.730789,1786665219.731997,1.207,20,0
ALL,native,971,1,1786665219.732350,1786665219.733878,1786665219.735151,1.274,20,0
ALL,native,972,1,1786665219.735451,1786665219.735994,1786665219.738205,2.211,20,0
ALL,native,973,1,1786665219.738537,1786665219.739120,1786665219.740309,1.189,20,0
ALL,native,974,1,1786665219.740592,1786665219.742210,1786665219.743474,1.264,20,0
ALL,native,975,1,1786665219.743802,1786665219.744397,1786665219.746567,2.171,20,0
ALL,native,976,1,1786665219.746897,1786665219.747475,1786665219.748744,1.269,20,0
ALL,native,977,1,1786665219.749071,1786665219.750621,1786665219.751853,1.232,20,0
ALL,native,978,1,1786665219.752181,1786665219.752798,1786665219.755012,2.214,20,0
ALL,native,979,1,1786665219.755362,1786665219.755925,1786665219.758199,2.274,20,0
ALL,native,980,1,1786665219.758482,1786665219.759249,1786665219.760420,1.171,20,0
ALL,native,981,1,1786665219.760749,1786665219.762339,1786665219.763798,1.459,20,0
ALL,native,982,1,1786665219.764135,1786665219.764728,1786665219.766943,2.215,20,0
ALL,native,983,1,1786665219.767297,1786665219.767783,1786665219.769207,1.425,20,0
ALL,native,984,1,1786665219.769542,1786665219.771110,1786665219.772290,1.179,20,0
ALL,native,985,1,1786665219.772625,1786665219.773295,1786665219.775455,2.160,20,0
ALL,native,986,1,1786665219.775793,1786665219.776308,1786665219.777564,1.256,20,0
ALL,native,987,1,1786665219.777900,1786665219.779474,1786665219.780710,1.237,20,0
ALL,native,988,1,1786665219.780994,1786665219.781507,1786665219.788049,6.542,20,0
ALL,native,989,1,1786665219.788403,1786665219.789153,1786665219.794312,5.159,20,0
ALL,native,990,1,1786665219.794649,1786665219.796289,1786665219.797420,1.131,20,0
ALL,native,991,1,1786665219.797756,1786665219.798387,1786665219.800550,2.162,20,0
