condition,class,request_to_ack_ms,clrt_ms
defended,SELECT phase of SBO,20.5121,3.9920
defended,SELECT phase of SBO,20.4713,4.0000
defended,SELECT phase of SBO,20.8795,3.9980
defended,SELECT phase of SBO,20.5164,4.0550
defended,SELECT phase of SBO,20.5171,3.9950
defended,SELECT phase of SBO,20.4740,4.0000
defended,SELECT phase of SBO,20.9491,3.9820
defended,SELECT phase of SBO,20.5038,3.9980
defended,SELECT phase of SBO,20.5219,4.0030
defended,SELECT phase of SBO,24.6110,4.0000
defended,SELECT phase of SBO,20.9095,4.0010
defended,SELECT phase of SBO,20.5107,4.0030
defended,SELECT phase of SBO,20.5176,4.0030
defended,SELECT phase of SBO,21.5693,4.0040
defended,SELECT phase of SBO,20.4597,4.0020
defended,SELECT phase of SBO,20.5164,4.0000
defended,SELECT phase of SBO,20.5071,4.0480
defended,SELECT phase of SBO,21.0936,3.9990
defended,SELECT phase of SBO,20.5202,4.0000
defended,SELECT phase of SBO,20.5166,3.9940
defended,SELECT phase of SBO,20.4675,3.9990
defended,SELECT phase of SBO,20.9670,4.0610
defended,SELECT phase of SBO,20.5142,4.0040
defended,SELECT phase of SBO,20.5212,4.0000
defended,SELECT phase of SBO,21.4901,4.0220
defended,SELECT phase of SBO,20.4668,4.0020
defended,SELECT phase of SBO,20.4718,3.9950
defended,SELECT phase of SBO,20.5207,3.9930
defended,SELECT phase of SBO,21.0400,3.9990
defended,SELECT phase of SBO,20.5033,4.0040
defended,SELECT phase of SBO,20.5052,4.0030
defended,SELECT phase of SBO,20.4706,4.0000
defended,SELECT phase of SBO,20.8910,4.0030
defended,SELECT phase of SBO,20.5126,4.0050
defended,SELECT phase of SBO,20.5123,4.0550
defended,SELECT phase of SBO,20.4706,4.0020
defended,SELECT phase of SBO,20.8855,3.9960
defended,SELECT phase of SBO,20.5107,4.0050
defended,SELECT phase of SBO,20.5073,4.0050
defended,SELECT phase of SBO,20.4608,4.0600
defended,SELECT phase of SBO,20.8907,4.0050
defended,SELECT phase of SBO,20.5035,3.9780
defended,SELECT phase of SBO,20.5040,4.0000
defended,SELECT phase of SBO,20.4630,3.9990
defended,SELECT phase of SBO,20.8497,4.0010
defended,SELECT phase of SBO,20.5162,3.9940
defended,SELECT phase of SBO,20.5142,3.9930
defended,SELECT phase of SBO,20.4034,4.1240
defended,SELECT phase of SBO,21.0001,4.0120
defended,SELECT phase of SBO,20.5138,4.0000
defended,SELECT phase of SBO,20.5071,4.0040
defended,SELECT phase of SBO,21.5113,4.0080
defended,SELECT phase of SBO,20.4725,4.0590
defended,SELECT phase of SBO,20.4768,3.9930
defended,SELECT phase of SBO,22.8970,4.0010
defended,SELECT phase of SBO,20.5181,3.9980
defended,SELECT phase of SBO,20.4694,3.9970
defended,SELECT phase of SBO,21.1468,3.9760
defended,SELECT phase of SBO,20.4868,4.0010
defended,SELECT phase of SBO,20.4909,4.0040
defended,SELECT phase of SBO,21.4911,3.9950
defended,SELECT phase of SBO,20.4604,3.9930
defended,SELECT phase of SBO,20.4573,4.0030
defended,SELECT phase of SBO,20.4914,3.9990
defended,SELECT phase of SBO,21.1158,3.9930
defended,SELECT phase of SBO,20.5362,4.0590
defended,SELECT phase of SBO,20.5104,4.0050
defended,SELECT phase of SBO,20.4704,3.9990
defended,SELECT phase of SBO,20.9334,3.9950
defended,SELECT phase of SBO,20.5147,4.0010
defended,SELECT phase of SBO,20.5145,4.0600
defended,SELECT phase of SBO,21.5633,4.0020
defended,SELECT phase of SBO,20.4730,3.9950
defended,SELECT phase of SBO,20.4482,4.0340
defended,SELECT phase of SBO,20.5038,4.0010
defended,SELECT phase of SBO,21.0886,4.0020
defended,SELECT phase of SBO,20.5040,3.9960
defended,SELECT phase of SBO,20.5095,4.0010
defended,SELECT phase of SBO,21.4195,4.0640
defended,SELECT phase of SBO,20.4873,4.0000
defended,SELECT phase of SBO,20.5059,3.9990
defended,SELECT phase of SBO,20.5135,3.9950
defended,SELECT phase of SBO,21.2619,3.9990
defended,SELECT phase of SBO,20.5050,4.0540
defended,SELECT phase of SBO,20.5200,3.9750
defended,SELECT phase of SBO,20.4430,4.0130
defended,SELECT phase of SBO,20.9215,4.0100
defended,SELECT phase of SBO,20.5097,4.0020
defended,SELECT phase of SBO,20.5188,3.9970
defended,SELECT phase of SBO,21.4365,4.0010
defended,SELECT phase of SBO,20.5064,3.9970
defended,SELECT phase of SBO,20.5038,4.0050
defended,SELECT phase of SBO,23.5403,3.9970
defended,SELECT phase of SBO,20.4563,4.0130
defended,SELECT phase of SBO,21.5011,4.0010
defended,SELECT phase of SBO,20.5033,4.0020
defended,SELECT phase of SBO,20.4997,4.0590
defended,SELECT phase of SBO,21.4660,4.0080
defended,SELECT phase of SBO,20.4706,3.9970
defended,SELECT phase of SBO,20.5123,4.0000
defended,SELECT phase of SBO,20.5231,4.0000
defended,SELECT phase of SBO,21.2207,4.0490
defended,SELECT phase of SBO,20.5121,3.9940
defended,SELECT phase of SBO,20.5166,4.0040
defended,SELECT phase of SBO,21.4348,3.9830
defended,SELECT phase of SBO,20.4690,3.9950
defended,SELECT phase of SBO,20.5081,4.0030
defended,SELECT phase of SBO,20.5126,3.9980
defended,SELECT phase of SBO,21.2314,3.9760
defended,SELECT phase of SBO,20.5243,3.9800
defended,SELECT phase of SBO,20.5090,3.9990
defended,SELECT phase of SBO,20.4654,3.9770
defended,SELECT phase of SBO,20.9284,3.9990
defended,SELECT phase of SBO,20.4761,3.9990
defended,SELECT phase of SBO,20.4628,4.0550
defended,SELECT phase of SBO,20.4713,3.9960
defended,SELECT phase of SBO,21.0271,4.0000
defended,SELECT phase of SBO,20.5119,4.0070
defended,SELECT phase of SBO,20.4923,4.0230
defended,SELECT phase of SBO,21.5056,4.0580
defended,SELECT phase of SBO,20.4742,4.0020
defended,SELECT phase of SBO,20.4704,4.0010
defended,SELECT phase of SBO,20.5057,3.9980
defended,SELECT phase of SBO,21.1098,4.0070
defended,SELECT phase of SBO,20.5195,3.9990
defended,SELECT phase of SBO,20.5834,3.9930
defended,SELECT phase of SBO,21.4314,3.9910
defended,SELECT phase of SBO,20.4604,4.0510
defended,SELECT phase of SBO,20.5100,3.9980
defended,SELECT phase of SBO,20.5035,3.9980
defended,SELECT phase of SBO,23.0730,3.9940
defended,SELECT phase of SBO,20.4682,3.9990
defended,SELECT phase of SBO,21.0330,4.0550
defended,SELECT phase of SBO,20.6237,4.0010
defended,SELECT phase of SBO,20.5326,4.0090
defended,SELECT phase of SBO,21.4648,4.0040
defended,SELECT phase of SBO,20.5090,3.9810
defended,SELECT phase of SBO,20.4597,4.0010
defended,SELECT phase of SBO,20.4566,4.0090
defended,SELECT phase of SBO,21.1148,3.9910
defended,SELECT phase of SBO,20.5088,3.9980
defended,SELECT phase of SBO,20.4959,3.9990
defended,SELECT phase of SBO,21.4274,3.9990
defended,SELECT phase of SBO,20.5028,3.9970
defended,SELECT phase of SBO,20.5119,3.9940
defended,SELECT phase of SBO,20.5045,4.0570
defended,SELECT phase of SBO,21.2219,4.0060
defended,SELECT phase of SBO,20.4997,4.0050
defended,SELECT phase of SBO,20.5212,3.9960
defended,SELECT phase of SBO,21.4319,4.0010
defended,SELECT phase of SBO,20.4713,4.0600
defended,SELECT phase of SBO,20.5123,4.0060
defended,SELECT phase of SBO,20.4928,4.0020
defended,SELECT phase of SBO,21.2984,4.0000
defended,SELECT phase of SBO,20.5021,4.0020
defended,SELECT phase of SBO,20.5090,3.9990
defended,SELECT phase of SBO,20.4659,4.0000
defended,SELECT phase of SBO,20.8449,4.0020
defended,SELECT phase of SBO,20.5033,4.0560
defended,SELECT phase of SBO,20.5092,4.0060
defended,SELECT phase of SBO,20.4663,4.0010
defended,SELECT phase of SBO,20.9258,3.9950
defended,SELECT phase of SBO,20.5121,3.9910
defended,SELECT phase of SBO,20.5050,4.0540
defended,SELECT phase of SBO,21.4725,3.9980
defended,SELECT phase of SBO,20.4833,3.9780
defended,SELECT phase of SBO,20.5126,3.9990
defended,SELECT phase of SBO,20.4904,4.0240
defended,SELECT phase of SBO,23.5949,3.9990
defended,SELECT phase of SBO,21.4193,4.0070
defended,SELECT phase of SBO,20.4976,4.0020
defended,SELECT phase of SBO,20.4997,3.9970
defended,SELECT phase of SBO,20.4694,4.0000
defended,SELECT phase of SBO,20.9482,3.9970
defended,SELECT phase of SBO,20.4685,4.0270
defended,SELECT phase of SBO,20.4883,4.0040
defended,SELECT phase of SBO,20.4666,4.0600
defended,SELECT phase of SBO,20.8335,4.0040
defended,SELECT phase of SBO,20.4763,4.0230
defended,SELECT phase of SBO,20.4782,4.0300
defended,SELECT phase of SBO,20.4618,4.0020
defended,SELECT phase of SBO,20.9405,4.0520
defended,SELECT phase of SBO,20.5126,3.9980
defended,SELECT phase of SBO,20.5340,3.9930
defended,SELECT phase of SBO,21.4727,3.9950
defended,SELECT phase of SBO,20.4701,4.0000
defended,SELECT phase of SBO,20.5164,4.0020
defended,SELECT phase of SBO,20.5097,3.9980
defended,SELECT phase of SBO,21.1651,4.0020
defended,SELECT phase of SBO,20.4744,4.0300
defended,SELECT phase of SBO,20.5076,3.9980
defended,SELECT phase of SBO,20.4606,4.0020
defended,SELECT phase of SBO,20.9939,4.0000
defended,SELECT phase of SBO,20.5097,3.9960
defended,SELECT phase of SBO,20.5085,4.0500
defended,SELECT phase of SBO,20.4678,4.0020
defended,SELECT phase of SBO,20.8669,4.0030
defended,SELECT phase of SBO,20.5035,4.0060
defended,SELECT phase of SBO,20.5102,4.0010
defended,SELECT phase of SBO,21.4334,4.0520
defended,SELECT phase of SBO,20.5169,3.9960
defended,SELECT phase of SBO,20.5226,3.9940
defended,SELECT phase of SBO,20.5185,4.0000
defended,SELECT phase of SBO,21.2502,3.9980
defended,SELECT phase of SBO,20.5734,3.9930
defended,SELECT phase of SBO,20.4890,4.0230
defended,SELECT phase of SBO,24.5099,3.9960
defended,SELECT phase of SBO,20.9188,4.0490
defended,SELECT phase of SBO,20.6537,3.9700
defended,SELECT phase of SBO,20.6194,4.0010
defended,SELECT phase of SBO,21.5073,4.0000
defended,SELECT phase of SBO,20.4973,4.0000
defended,SELECT phase of SBO,20.4566,4.0580
defended,SELECT phase of SBO,20.4480,4.0000
defended,SELECT phase of SBO,20.9978,4.0020
defended,SELECT phase of SBO,20.5090,4.0060
defended,SELECT phase of SBO,20.5135,3.9980
defended,SELECT phase of SBO,20.4716,4.0070
defended,SELECT phase of SBO,20.8955,4.0220
defended,SELECT phase of SBO,20.5078,3.9950
defended,SELECT phase of SBO,20.5200,3.9770
defended,SELECT phase of SBO,20.4546,4.0040
defended,SELECT phase of SBO,20.8914,3.9950
defended,SELECT phase of SBO,20.5047,3.9990
defended,SELECT phase of SBO,20.5076,4.0010
defended,SELECT phase of SBO,20.4706,4.0520
defended,SELECT phase of SBO,20.8795,4.0000
defended,SELECT phase of SBO,20.5741,3.9970
defended,SELECT phase of SBO,20.5052,3.9970
defended,SELECT phase of SBO,21.5058,4.0050
defended,SELECT phase of SBO,20.4625,4.0550
defended,SELECT phase of SBO,20.4678,4.0050
defended,SELECT phase of SBO,20.5157,4.0020
defended,SELECT phase of SBO,21.1549,4.0000
defended,SELECT phase of SBO,20.5104,4.0010
defended,SELECT phase of SBO,20.4873,4.0220
defended,SELECT phase of SBO,20.4611,4.0000
defended,SELECT phase of SBO,20.9458,3.9950
defended,SELECT phase of SBO,20.5002,4.0570
defended,SELECT phase of SBO,20.5066,3.9990
defended,SELECT phase of SBO,20.4637,3.9700
defended,SELECT phase of SBO,20.8790,4.0010
defended,SELECT phase of SBO,20.5066,4.0010
defended,SELECT phase of SBO,20.5112,4.0500
defended,SELECT phase of SBO,20.4728,3.9830
defended,SELECT phase of SBO,20.9935,4.0000
defended,SELECT phase of SBO,20.5078,3.9980
defended,SELECT phase of SBO,20.5114,3.9950
defended,SELECT phase of SBO,21.4715,3.9960
defended,SELECT phase of SBO,20.4778,3.9970
