Table allocation done 1 time(s), state = INITIAL
Number of stages in table allocation: 14
  Number of stages for ingress table allocation: 14
  Number of stages for egress table allocation: 4
Critical path length through the table dependency graph: 11
Invoking table placement without container conflicts because first round of table placement required 14 stages.
Number of tables allocated: 139
+-------+-----------------+--------------------------------------------------------------+
| Stage | Min / Max Stage |                          Table Name                          |
|   8   |    [ 8, 9 ]     |                 Ingress.tbl_deadline_expiry                  |
|   8   |    [ 7, 9 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3064         |
|   8   |    [ 8, 9 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3067         |
|   8   |   [ 8, 10 ]     |                           cond-115                           |
|   8   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3097         |
|   8   |   [ 8, 10 ]     |                           cond-117                           |
|   8   |   [ 8, 10 ]     |                           cond-124                           |
|   8   |   [ 8, 10 ]     |                           cond-130                           |
|   8   |   [ 8, 10 ]     |                           cond-142                           |
|   8   |   [ 8, 10 ]     |                           cond-146                           |
|   8   |   [ 8, 10 ]     |                           cond-134                           |
|   8   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3365         |
|   8   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3388         |
|   8   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3392         |
|   9   |   [ 8, 10 ]     |                           cond-150                           |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3218         |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3519         |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3287         |
|   9   |   [ 8, 10 ]     |                           cond-159                           |
|   9   |   [ 8, 10 ]     |                           cond-135                           |
|   9   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3225         |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3181         |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3117         |
|   9   |   [ 9, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3121         |
|   9   |   [ 8, 10 ]     |         tbl_defense4_rrc_bor_stagerecovery_probe3546         |
