config,capture,device_label,is_reference,master_ip,master_port,outstation_ip,outstation_port,tcp_stream,connection_id,req_frame,req_time_epoch,req_seq,req_ack,req_flags,req_tcp_len,req_ip_len,req_func,first_rev_frame,first_rev_time_epoch,first_rev_tcp_len,first_rev_flags,pure_ack_present,pure_ack_frame,pure_ack_time_epoch,pure_ack_seq,pure_ack_ack,resp_frame,resp_time_epoch,resp_tcp_len,resp_ip_len,resp_flags,resp_func,req_to_first_rev_ms,req_to_pure_ack_ms,pure_ack_to_resp_ms,req_to_resp_ms,retransmission_count,duplicate_ack_count,out_of_order,reset,missing_response,packet_count,transaction_ip_bytes,classification,classification_confidence,ambiguity_reason,is_first_in_connection
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52972,127.0.0.1,20000,17,127.0.0.1:52972<->127.0.0.1:20000#s17,3014,1784209965.043731,70,52,0x0018,18,84,1,3015,1784209965.068229,10,0x0018,False,,,,,3039,1784209965.2315013,12,78,0x0018,,24.497986,,,187.770367,0,0,False,False,False,26,2026,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,52972,127.0.0.1,20000,17,127.0.0.1:52972<->127.0.0.1:20000#s17,3226,1784209966.4926424,88,2459,0x0018,15,81,0,3227,1784209966.5143147,10,0x0018,False,,,,,3251,1784209966.677735,12,78,0x0018,,21.672249,,,185.092688,0,0,False,False,False,26,2023,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58358,127.0.0.1,20000,19,127.0.0.1:58358<->127.0.0.1:20000#s19,3381,1784209968.7096982,1,1,0x0018,24,90,20,3382,1784209968.7097096,0,0x0010,True,3382,1784209968.7097096,1,25,3383,1784209968.7327123,17,83,0x0018,129,0.011444,0.011444,23.002625,23.014069,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58358,127.0.0.1,20000,19,127.0.0.1:58358<->127.0.0.1:20000#s19,3385,1784209968.732781,25,18,0x0018,21,87,2,3386,1784209968.7542496,17,0x0018,False,,,,,3386,1784209968.7542496,17,83,0x0018,129,21.468639,,,21.468639,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58358,127.0.0.1,20000,19,127.0.0.1:58358<->127.0.0.1:20000#s19,3387,1784209968.7543232,46,35,0x0018,24,90,20,3388,1784209968.7772753,17,0x0018,False,,,,,3388,1784209968.7772753,17,83,0x0018,129,22.95208,,,22.95208,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58358,127.0.0.1,20000,19,127.0.0.1:58358<->127.0.0.1:20000#s19,3389,1784209968.7773483,70,52,0x0018,18,84,1,3390,1784209968.8018138,10,0x0018,False,,,,,3414,1784209968.9646811,12,78,0x0018,,24.465561,,,187.332869,0,0,False,False,False,26,2026,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58358,127.0.0.1,20000,19,127.0.0.1:58358<->127.0.0.1:20000#s19,3601,1784209970.230929,88,2459,0x0018,15,81,0,3602,1784209970.252601,10,0x0018,False,,,,,3626,1784209970.4159338,12,78,0x0018,,21.67201,,,185.00495,0,0,False,False,False,26,2023,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58366,127.0.0.1,20000,21,127.0.0.1:58366<->127.0.0.1:20000#s21,3756,1784209972.4495046,1,1,0x0018,24,90,20,3757,1784209972.4495165,0,0x0010,True,3757,1784209972.4495165,1,25,3758,1784209972.472523,17,83,0x0018,129,0.011921,0.011921,23.006439,23.01836,0,0,False,False,False,3,239,SEPARATE_ACK_RESPONSE,high,,True
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58366,127.0.0.1,20000,21,127.0.0.1:58366<->127.0.0.1:20000#s21,3760,1784209972.4725912,25,18,0x0018,21,87,2,3761,1784209972.4940522,17,0x0018,False,,,,,3761,1784209972.4940522,17,83,0x0018,129,21.46101,,,21.46101,0,0,False,False,False,2,170,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58366,127.0.0.1,20000,21,127.0.0.1:58366<->127.0.0.1:20000#s21,3762,1784209972.494118,46,35,0x0018,24,90,20,3763,1784209972.5170906,17,0x0018,False,,,,,3763,1784209972.5170906,17,83,0x0018,129,22.972584,,,22.972584,0,0,False,False,False,2,173,COMBINED_ACK_RESPONSE,high,,False
bounded20-30_crc-split,bounded20-30_crc-split.pcap,bounded20-30_crc-split,False,127.0.0.1,58366,127.0.0.1,20000,21,127.0.0.1:58366<->127.0.0.1:20000#s21,3764,1784209972.5171723,70,52,0x0018,18,84,1,3765,1784209972.5416574,10,0x0018,False,,,,,3789,1784209972.704662,12,78,0x0018,,24.485111,,,187.489748,0,0,False,False,False,26,2026,OTHER_OR_AMBIGUOUS,low,first reverse packet neither pure ACK nor DNP3 payload,False
